t,GROUP_INDEX
2000000,0.1044789337201387
2000100,0.1064510154942127
2000200,0.10781456999157073
2000300,0.1078546808268593
2000400,0.10508460011220741
2000500,0.10540877974496135
2000600,0.10913137045264829
2000700,0.1091895281948064
2000800,0.10256738478991645
2000900,0.10307872634254307
2001000,0.10054167992345016
2001100,0.10244051222990098
2001200,0.10048851195378354
2001300,0.10186439622981239
2001400,0.09701433845868773
2001500,0.09731844948734614
2001600,0.10294313111383264
2001700,0.105758559741657
2001800,0.11349658095178891
2001900,0.12040980385471609
2002000,0.12082656634534783
2002100,0.13118803105193347
2002200,0.1321856718086361
2002300,0.13151106948427743
2002400,0.13036687662302374
2002500,0.13454695520081156
2002600,0.13729282230836526
2002700,0.13735832772226525
2002800,0.13583201623550228
2002900,0.14154817457723062
2003000,0.13848842841400416
2003100,0.140871770163159
2003200,0.14138688263413407
2003300,0.13982372744810384
2003400,0.13889625787069537
2003500,0.13713438358435276
2003600,0.1382500028690885
2003700,0.135749254662908
2003800,0.13383021910792528
2003900,0.13790899977415183
2004000,0.1392523975292999
2004100,0.13511752918515196
2004200,0.13985207072707892
2004300,0.1436871046761677
2004400,0.1456156565618405
2004500,0.14531638943549482
2004600,0.1432250958193078
2004700,0.14127784085079192
2004800,0.13961277211747616
2004900,0.14288290534003772
2005000,0.13650653701249452
2005100,0.13980829415890178
2005200,0.1360867745022551
2005300,0.13824168810680829
2005400,0.1309881251091005
2005500,0.13469056100750137
2005600,0.13853139626809144
2005700,0.13452837608910378
2005800,0.1391485937602876
2005900,0.13587300395192184
2006000,0.13491165997344667
2006100,0.1286954278564185
2006200,0.12716799281484953
2006300,0.12350181315442685
2006400,0.1254299151456721
2006500,0.12861957382082453
2006600,0.12697119111422098
2006700,0.12594573046014151
2006800,0.12119053964720461
2006900,0.12324392790592198
2007000,0.12136270584891566
2007100,0.12233124746441462
2007200,0.11973875078548328
2007300,0.11778073654592539
2007400,0.1196343721483285
2007500,0.1200807197349448
2007600,0.12331060948904146
2007700,0.11704797563802834
2007800,0.11257200067054744
2007900,0.11826425886671443
2008000,0.11539693517246516
2008100,0.10973628957438204
2008200,0.11354455296701058
2008300,0.1184462000808213
2008400,0.12405763142728347
2008500,0.12170871951780653
2008600,0.12350642800583807
2008700,0.12278727526232858
2008800,0.12703597680910872
2008900,0.12844271613213074
2009000,0.13119285321030075
2009100,0.13334731505973693
2009200,0.14133764004781918
2009300,0.13815330734718279
2009400,0.1451826590016
2009500,0.1497937627998548
2009600,0.1503055285926011
2009700,0.15100619026745205
2009800,0.15037543661029373
2009900,0.15465808507253978
2010000,0.15168761663179112
2010100,0.1567187841841283
2010200,0.1305653584363977
2010300,0.14886581115024294
2010400,0.1448416645025707
2010500,0.14212801703291772
2010600,0.14199203059997317
2010700,0.1484450875094367
2010800,0.14765606458031286
2010900,0.14444967445304188
2011000,0.13919840103947617
2011100,0.13810249997883622
2011200,0.15440375370352605
2011300,0.12915200100117166
2011400,0.13267675240845148
2011500,0.12929997158453008
2011600,0.12736573124943404
2011700,0.1255964579721056
2011800,0.12710467341584242
2011900,0.13065672287719216
2012000,0.1235348772721574
2012100,0.12408115151644408
2012200,0.13216713226123583
2012300,0.1295471679872231
2012400,0.12779872211782362
2012500,0.12936284703032822
2012600,0.1266735031665771
2012700,0.12694120792253927
2012800,0.1291133700202239
2012900,0.12864281649207232
2013000,0.12957781271952196
2013100,0.13246751814009344
2013200,0.13103081541071376
2013300,0.13684421394100582
2013400,0.133848520462657
2013500,0.13420179737592536
2013600,0.1346849014540386
2013700,0.13096990240642825
2013800,0.13802159988801344
2013900,0.14214400954169282
2014000,0.14288710986742997
2014100,0.14245718421557987
2014200,0.15047616232238753
2014300,0.1487908866191614
2014400,0.15283035656332764
2014500,0.15713427086265264
2014600,0.1530214221959242
2014700,0.15000344494821
2014800,0.1469517121589509
2014900,0.14106945107993343
2015000,0.1443499320660792
2015100,0.14539083532996377
2015200,0.1466122839696163
2015300,0.14423545930068965
2015400,0.13907095040288492
2015500,0.13877124584996842
2015600,0.12803950186186747
2015700,0.1434006105022016
2015800,0.11908596502641586
2015900,0.11008338129726727
2016000,0.11069432394049208
2016100,0.1036634304885931
2016200,0.11065008125023905
2016300,0.10991420177856896
2016400,0.11417528720366961
2016500,0.11550908901368528
2016600,0.11358190938448283
2016700,0.10802337911365187
2016800,0.10397094669669009
2016900,0.10939074623338611
2017000,0.11108891812588643
2017100,0.10834274150098029
2017200,0.11391065791721769
2017300,0.11270312348808983
2017400,0.11459506504503439
2017500,0.12207947957318532
2017600,0.1233733022507442
2017700,0.12603230717817032
2017800,0.12334529856214582
2017900,0.12665878404053002
2018000,0.12672706406165163
2018100,0.12661396843788944
2018200,0.12272981107736411
2018300,0.1255387620736657
2018400,0.12320914651319423
2018500,0.12399505706497278
2018600,0.12247304306382308
2018700,0.1224503510823742
2018800,0.12096229911606571
2018900,0.12173359521228846
2019000,0.12516174098581867
2019100,0.1456478234810549
2019200,0.11914063258920979
2019300,0.11747292543140006
2019400,0.11570303870143483
2019500,0.11465058772218331
2019600,0.10900957330162468
2019700,0.10865463867295762
2019800,0.11258596723152384
2019900,0.11237456696996155
2020000,0.10993091787220441
2020100,0.10965124215227968
2020200,0.10603161612124945
2020300,0.10524700633085096
2020400,0.0970935390151828
2020500,0.09626516373220587
2020600,0.0956486854041304
2020700,0.09583461570941336
2020800,0.09794599132789708
2020900,0.10478679375883071
2021000,0.10455369604912043
2021100,0.10136597496622761
2021200,0.09679699913772813
2021300,0.09168174805626135
2021400,0.0886149531930844
2021500,0.09192664238662884
2021600,0.09011863239117153
2021700,0.09006095858190596
2021800,0.09556721488873557
2021900,0.10491532717947578
2022000,0.10663471460911993
2022100,0.11245367001941772
2022200,0.11380190401131582
2022300,0.11159403925357474
2022400,0.11642992336332358
2022500,0.11933008976332685
2022600,0.1151679273199216
2022700,0.11873574323697464
2022800,0.11992796482620519
2022900,0.121457622991197
2023000,0.11678959829367241
2023100,0.11836226044533962
2023200,0.11385251274449928
2023300,0.1114793184242753
2023400,0.11014153774624638
2023500,0.10735118514061281
2023600,0.10537055532763831
2023700,0.0960114370754521
2023800,0.09457986850960784
2023900,0.08946917579929042
2024000,0.08618876723857956
2024100,0.08886307333699994
2024200,0.0929258114703769
2024300,0.09518483388749997
2024400,0.09513178716406849
2024500,0.09240564603513732
2024600,0.09202163625145561
2024700,0.08452132751958205
2024800,0.0825230827054203
2024900,0.09040860961852208
2025000,0.08615606700402387
2025100,0.08065082212769643
2025200,0.07964873512414816
2025300,0.08272375451736744
2025400,0.09002109746759077
2025500,0.09520253714958801
2025600,0.09531413757115452
2025700,0.09834148434903558
2025800,0.09957777049160021
2025900,0.10477422395273917
2026000,0.11172132125673281
2026100,0.10915339530011743
2026200,0.10996732887496001
2026300,0.11706716821140499
2026400,0.11655003481234971
2026500,0.1140929952080642
2026600,0.11169415388618578
2026700,0.11694781377775794
2026800,0.1243205454788661
2026900,0.12475245228769276
2027000,0.12631420024844298
2027100,0.12678673493357112
2027200,0.12881432422299174
2027300,0.13697479473486812
2027400,0.1355652826653138
2027500,0.13177876137709427
2027600,0.12743562642674763
2027700,0.13572924461242136
2027800,0.13659945946462046
2027900,0.1378601373512019
2028000,0.1316934514510449
2028100,0.13041863983539037
2028200,0.12591596403481436
2028300,0.12051614899724741
2028400,0.11914044269693824
2028500,0.1195821660609893
2028600,0.12320535744741637
2028700,0.12062008533330255
2028800,0.12230007304466191
2028900,0.12013882590703995
2029000,0.11827054826184913
2029100,0.13030038970041935
2029200,0.10361160652915394
2029300,0.12714932285411298
2029400,0.12868111077611458
2029500,0.12945837862740975
2029600,0.12936218777976266
2029700,0.12843150988994045
2029800,0.12305920972292213
2029900,0.12614884593672668
2030000,0.12544901857476795
2030100,0.13042066850736936
2030200,0.13591367158194192
2030300,0.13611229394823213
2030400,0.13866414749197134
2030500,0.13634015196085186
2030600,0.13253061304577515
2030700,0.1401057986546395
2030800,0.14624653496357826
2030900,0.15382879080458833
2031000,0.15020910322009584
2031100,0.14705520782811737
2031200,0.14744109407660083
2031300,0.14860964796046416
2031400,0.14431867737604379
2031500,0.1448155167586176
2031600,0.14216119372464142
2031700,0.1378305174647633
2031800,0.13765147790898666
2031900,0.13765286444345176
2032000,0.13527053598548852
2032100,0.1421432113957018
2032200,0.13934218470490817
2032300,0.14033590594322914
2032400,0.13614372283795775
2032500,0.14049126503319184
2032600,0.1456027755023413
2032700,0.15023329358940724
2032800,0.14776639765879357
2032900,0.15340642057051918
2033000,0.15196624764061034
2033100,0.14829595183790292
2033200,0.15624871998782602
2033300,0.16121922307634304
2033400,0.15625660182016077
2033500,0.16058406867608138
2033600,0.16547599209674052
2033700,0.17029541280112923
2033800,0.16606294924732304
2033900,0.16698042234413407
2034000,0.16993072551900004
2034100,0.17038730437470848
2034200,0.16570495641319524
2034300,0.16216884495371917
2034400,0.15827363249559104
2034500,0.16155181793287915
2034600,0.16215311912722924
2034700,0.1589869629421711
2034800,0.15834084335414636
2034900,0.16241596952428203
2035000,0.16093562327527774
2035100,0.16359999960262622
2035200,0.16320923077227012
2035300,0.1569022681147775
2035400,0.16131852698855836
2035500,0.15986049854738466
2035600,0.156218439216611
2035700,0.1594339593448669
2035800,0.1534215349879442
2035900,0.15154359484929442
2036000,0.1459253656153988
2036100,0.1544900517893236
2036200,0.15359256403302207
2036300,0.1463758457371609
2036400,0.14524904437594865
2036500,0.1472724053987809
2036600,0.15105975913920355
2036700,0.15027822975200053
2036800,0.1548833931037934
2036900,0.14895583652239114
2037000,0.14598367161444878
2037100,0.14828462064736508
2037200,0.14255362573306912
2037300,0.13983905387948506
