target,k,basket,ols_beta,int_coefs,int_basket_str,ols_resid_std_ratio,int_resid_std_ratio,int_resid_inflation,max_abs_coef,int_adf_p,int_half_life
SNACKPACK_PISTACHIO,1,['SNACKPACK_CHOCOLATE'],[0.4394125214802167],[1],SNACKPACK_PISTACHIO − SNACKPACK_CHOCOLATE,0.8824332000692415,1.067188089880708,1.2093698308234202,1,0.004638106270147181,774.8275369554922
SNACKPACK_CHOCOLATE,1,['SNACKPACK_PISTACHIO'],[0.5036534841338649],[1],SNACKPACK_CHOCOLATE − SNACKPACK_PISTACHIO,0.8824332000692415,0.9968074212030212,1.1296123277374481,1,0.004638106270147181,774.8275369554922
SNACKPACK_RASPBERRY,1,['SNACKPACK_VANILLA'],[0.020875878433774257],[1],SNACKPACK_RASPBERRY − SNACKPACK_VANILLA,0.9997591685348958,1.4349075621411171,1.4352532162759886,1,0.00517479575965429,773.7142906030318
SNACKPACK_VANILLA,1,['SNACKPACK_RASPBERRY'],[0.023069924072503294],[1],SNACKPACK_VANILLA − SNACKPACK_RASPBERRY,0.9997591685348957,1.3649703615695925,1.3652991685686646,1,0.00517479575965429,773.7142906030318
SNACKPACK_PISTACHIO,1,['SNACKPACK_VANILLA'],[-0.3288944441234693],[-1],SNACKPACK_PISTACHIO + SNACKPACK_VANILLA,0.9497064950955103,1.1446460400520169,1.205262937510922,1,0.00790771516215607,826.274759480583
SNACKPACK_VANILLA,1,['SNACKPACK_PISTACHIO'],[-0.29814299063255073],[-1],SNACKPACK_VANILLA + SNACKPACK_PISTACHIO,0.9497064950955103,1.2022289370177872,1.2658952457694639,1,0.00790771516215607,826.274759480583
SNACKPACK_PISTACHIO,1,['SNACKPACK_STRAWBERRY'],[-0.22754657180491056],[-1],SNACKPACK_PISTACHIO + SNACKPACK_STRAWBERRY,0.8973904332428009,1.7461173610156944,1.9457722038621947,1,0.009474689500199834,866.0167660229947
SNACKPACK_STRAWBERRY,1,['SNACKPACK_PISTACHIO'],[-0.8556068710682144],[-1],SNACKPACK_STRAWBERRY + SNACKPACK_PISTACHIO,0.8973904332428008,0.9004745585309479,1.003436770856808,1,0.009474689500199834,866.0167660229947
SNACKPACK_CHOCOLATE,1,['SNACKPACK_RASPBERRY'],[0.05447121989053224],[1],SNACKPACK_CHOCOLATE − SNACKPACK_RASPBERRY,0.9989377122154044,1.279724576076745,1.2810854575092803,1,0.013776656582963837,898.2925249313959
SNACKPACK_RASPBERRY,1,['SNACKPACK_CHOCOLATE'],[0.03898291828457768],[1],SNACKPACK_RASPBERRY − SNACKPACK_CHOCOLATE,0.9989377122154044,1.5127351115431324,1.514343780442775,1,0.013776656582963892,898.2925249313959
SNACKPACK_STRAWBERRY,1,['SNACKPACK_CHOCOLATE'],[-0.9799371087589319],[-1],SNACKPACK_STRAWBERRY + SNACKPACK_CHOCOLATE,0.8409996221973157,0.8410725675880152,1.0000867365320676,1,0.021123307250456438,1069.101088816823
SNACKPACK_CHOCOLATE,1,['SNACKPACK_STRAWBERRY'],[-0.29871267538249974],[-1],SNACKPACK_CHOCOLATE + SNACKPACK_STRAWBERRY,0.8409996221973158,1.5233712129906085,1.8113815663917079,1,0.021123307250456438,1069.101088816823
SNACKPACK_VANILLA,1,['SNACKPACK_STRAWBERRY'],[0.1396056021518199],[1],SNACKPACK_VANILLA − SNACKPACK_STRAWBERRY,0.95872684026136,1.9974514569276791,2.083441678114645,1,0.06193101520601098,1498.7624360722095
SNACKPACK_STRAWBERRY,1,['SNACKPACK_VANILLA'],[0.5790802411679206],[1],SNACKPACK_STRAWBERRY − SNACKPACK_VANILLA,0.95872684026136,0.9807499247182049,1.0229711775367016,1,0.061931015206011276,1498.7624360722095
SNACKPACK_RASPBERRY,1,['SNACKPACK_PISTACHIO'],[-0.45045897125152756],[-1],SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.8675435592889953,1.058673353712952,1.2203114672196969,1,0.09791689414146343,1618.7215054851667
SNACKPACK_PISTACHIO,1,['SNACKPACK_RASPBERRY'],[-0.5491469557125456],[-1],SNACKPACK_PISTACHIO + SNACKPACK_RASPBERRY,0.8675435592889953,0.9588381656547655,1.105233455298304,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,1,['SNACKPACK_STRAWBERRY'],[-0.19318498476125087],[-1],SNACKPACK_RASPBERRY + SNACKPACK_STRAWBERRY,0.910453726033359,1.9526476288149064,2.144697278929431,1,0.16435827527240732,6162.684928685912
SNACKPACK_STRAWBERRY,1,['SNACKPACK_RASPBERRY'],[-0.8855450798280025],[-1],SNACKPACK_STRAWBERRY + SNACKPACK_RASPBERRY,0.910453726033359,0.912021812184864,1.0017223128498103,1,0.16435827527240732,6162.684928685912
SNACKPACK_VANILLA,1,['SNACKPACK_CHOCOLATE'],[-0.8233902614077081],[-1],SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.377834970235025,0.42684632815522217,1.129716309450421,1,0.3983867351713163,1110.1287026178206
SNACKPACK_CHOCOLATE,1,['SNACKPACK_VANILLA'],[-1.041111093300906],[-1],SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.37783497023502494,0.3795997134346892,1.0046706719565066,1,0.3983867351713163,1110.1287026178206
