target,target_group,k,basket,basket_groups,n_groups,cross_group,ols_beta,resid_var,r_squared,S_idx,target_idx,adf_p,half_life,basket_str
SNACKPACK_STRAWBERRY,snackpacks,1,['UV_VISOR_AMBER'],['uv_visors'],1,True,[-0.3259039094768634],26624.93926383817,0.7985721158549455,[26],48,0.00018329820867469515,502.578154968631,SNACKPACK_STRAWBERRY + 0.326*UV_VISOR_AMBER
SNACKPACK_STRAWBERRY,snackpacks,1,['SLEEP_POD_POLYESTER'],['sleep_pods'],1,True,[0.32548401328675214],30950.003905338308,0.7658513418882906,[7],48,0.0002919726810518391,533.7604405501152,SNACKPACK_STRAWBERRY − 0.325*SLEEP_POD_POLYESTER
SNACKPACK_RASPBERRY,snackpacks,1,['OXYGEN_SHAKE_MINT'],['oxygen_shakes'],1,True,[0.1150062516371018],25420.865757932348,0.11842633385866885,[42],49,0.0003382171533132002,537.0737639253766,SNACKPACK_RASPBERRY − 0.115*OXYGEN_SHAKE_MINT
GALAXY_SOUNDS_DARK_MATTER,galaxy_sounds,1,['UV_VISOR_YELLOW'],['uv_visors'],1,True,[0.37254223041912776],44844.17259610432,0.589936847563514,[25],0,0.0003597525991075235,534.0962069681696,GALAXY_SOUNDS_DARK_MATTER − 0.373*UV_VISOR_YELLOW
SNACKPACK_RASPBERRY,snackpacks,1,['PEBBLES_L'],['pebbles'],1,True,[-0.06943325443363357],26968.6955806154,0.06474893261123904,[18],49,0.0005168332720458466,566.7430200753538,SNACKPACK_RASPBERRY + 0.069*PEBBLES_L
SNACKPACK_RASPBERRY,snackpacks,1,['SLEEP_POD_LAMB_WOOL'],['sleep_pods'],1,True,[0.12066498451052035],26350.33980824559,0.08619297666617476,[6],49,0.0005202224144049142,557.6268226388243,SNACKPACK_RASPBERRY − 0.121*SLEEP_POD_LAMB_WOOL
SNACKPACK_PISTACHIO,snackpacks,1,['PEBBLES_M'],['pebbles'],1,True,[-0.1901518808008673],18047.830548016056,0.48659518608852004,[17],47,0.0005900216597635444,635.6367596324827,SNACKPACK_PISTACHIO + 0.190*PEBBLES_M
SNACKPACK_RASPBERRY,snackpacks,1,['TRANSLATOR_ASTRO_BLACK'],['translators'],1,True,[-0.08442777739914555],27126.167819803373,0.05928793137948096,[31],49,0.0006714618599062698,579.1279789882458,SNACKPACK_RASPBERRY + 0.084*TRANSLATOR_ASTRO_BLACK
SNACKPACK_RASPBERRY,snackpacks,1,['PANEL_4X4'],['panels'],1,True,[-0.07654644489387598],27611.900198742744,0.04244315204966942,[39],49,0.0007089041493803646,585.052087132968,SNACKPACK_RASPBERRY + 0.077*PANEL_4X4
SNACKPACK_RASPBERRY,snackpacks,1,['UV_VISOR_ORANGE'],['uv_visors'],1,True,[-0.0575248130810087],27832.61334208182,0.03478901088894637,[27],49,0.0007300571856087542,590.026256400436,SNACKPACK_RASPBERRY + 0.058*UV_VISOR_ORANGE
SNACKPACK_RASPBERRY,snackpacks,1,['UV_VISOR_YELLOW'],['uv_visors'],1,True,[-0.04784564549736679],27771.65185806231,0.03690310249669293,[25],49,0.0007354482613988724,589.5637559948768,SNACKPACK_RASPBERRY + 0.048*UV_VISOR_YELLOW
SNACKPACK_RASPBERRY,snackpacks,1,['SLEEP_POD_COTTON'],['sleep_pods'],1,True,[-0.039986753667726825],27575.86070162999,0.04369297067890576,[9],49,0.0007666378338804809,589.6280711474493,SNACKPACK_RASPBERRY + 0.040*SLEEP_POD_COTTON
SNACKPACK_RASPBERRY,snackpacks,1,['GALAXY_SOUNDS_SOLAR_FLAMES'],['galaxy_sounds'],1,True,[-0.06432487791601439],27997.367118316903,0.02907549224212891,[4],49,0.000792758808687249,593.2676206562207,SNACKPACK_RASPBERRY + 0.064*GALAXY_SOUNDS_SOLAR_FLAMES
SNACKPACK_RASPBERRY,snackpacks,1,['TRANSLATOR_ECLIPSE_CHARCOAL'],['translators'],1,True,[-0.09896444883463612],27597.106687101856,0.042956178254856536,[32],49,0.0008129157931410039,588.3176558332901,SNACKPACK_RASPBERRY + 0.099*TRANSLATOR_ECLIPSE_CHARCOAL
SNACKPACK_RASPBERRY,snackpacks,1,['MICROCHIP_CIRCLE'],['microchips'],1,True,[0.04908758972926948],28152.518390059515,0.023694980156542478,[10],49,0.000823808711211523,598.9741663998178,SNACKPACK_RASPBERRY − 0.049*MICROCHIP_CIRCLE
SNACKPACK_PISTACHIO,snackpacks,1,['ROBOT_DISHES'],['robots'],1,True,[-0.20620016171052374],21979.419676041536,0.37475366700509716,[22],47,0.0008439055319516296,624.8661665694895,SNACKPACK_PISTACHIO + 0.206*ROBOT_DISHES
SNACKPACK_RASPBERRY,snackpacks,1,['PANEL_2X2'],['panels'],1,True,[0.05112464544798122],27645.66503801387,0.04127221658954916,[36],49,0.000903877679882922,596.903257967489,SNACKPACK_RASPBERRY − 0.051*PANEL_2X2
SNACKPACK_PISTACHIO,snackpacks,1,['MICROCHIP_OVAL'],['microchips'],1,True,[0.09072013999058283],15332.154570508334,0.5638477465093897,[11],47,0.0009297102593557433,666.4300282811146,SNACKPACK_PISTACHIO − 0.091*MICROCHIP_OVAL
SNACKPACK_RASPBERRY,snackpacks,1,['PEBBLES_M'],['pebbles'],1,True,[0.03905014861500802],28114.380219871764,0.025017578955202402,[17],49,0.0009730192693487438,604.4090403817682,SNACKPACK_RASPBERRY − 0.039*PEBBLES_M
SNACKPACK_RASPBERRY,snackpacks,1,['OXYGEN_SHAKE_CHOCOLATE'],['oxygen_shakes'],1,True,[0.030751682347076457],28538.593201102238,0.010306239197963918,[43],49,0.0010180963060070168,612.0050044318627,SNACKPACK_RASPBERRY − 0.031*OXYGEN_SHAKE_CHOCOLATE
SNACKPACK_RASPBERRY,snackpacks,1,['TRANSLATOR_GRAPHITE_MIST'],['translators'],1,True,[-0.04442010438117635],28343.417187786956,0.017074774748233823,[33],49,0.0010253523455794437,608.7160350192488,SNACKPACK_RASPBERRY + 0.044*TRANSLATOR_GRAPHITE_MIST
SNACKPACK_RASPBERRY,snackpacks,1,['SLEEP_POD_POLYESTER'],['sleep_pods'],1,True,[-0.022907559008872782],28334.349930028453,0.017389219415072765,[7],49,0.001040148676088346,610.1551657008463,SNACKPACK_RASPBERRY + 0.023*SLEEP_POD_POLYESTER
SNACKPACK_RASPBERRY,snackpacks,1,['SLEEP_POD_NYLON'],['sleep_pods'],1,True,[0.02562114328924458],28665.896783176755,0.005891460935451898,[8],49,0.00110164531653049,616.6296939314761,SNACKPACK_RASPBERRY − 0.026*SLEEP_POD_NYLON
SNACKPACK_RASPBERRY,snackpacks,1,['PANEL_1X2'],['panels'],1,True,[0.021071522084241574],28681.270955368196,0.005358297923941713,[35],49,0.0011230479772771187,617.42308783379,SNACKPACK_RASPBERRY − 0.021*PANEL_1X2
SNACKPACK_RASPBERRY,snackpacks,1,['ROBOT_VACUUMING'],['robots'],1,True,[-0.027581905160048617],28617.82937361817,0.007558397178693554,[20],49,0.0011331195857778133,616.4185358293333,SNACKPACK_RASPBERRY + 0.028*ROBOT_VACUUMING
SNACKPACK_RASPBERRY,snackpacks,1,['MICROCHIP_RECTANGLE'],['microchips'],1,True,[-0.029257842233351143],28351.689478363893,0.016787898856565064,[13],49,0.0011417752689981018,613.8172635049436,SNACKPACK_RASPBERRY + 0.029*MICROCHIP_RECTANGLE
SNACKPACK_RASPBERRY,snackpacks,1,['PEBBLES_XL'],['pebbles'],1,True,[0.00804596245518485],28631.46941633568,0.007085372279411861,[19],49,0.001141983297354515,617.2875722537186,SNACKPACK_RASPBERRY − 0.008*PEBBLES_XL
SNACKPACK_RASPBERRY,snackpacks,1,['OXYGEN_SHAKE_MORNING_BREATH'],['oxygen_shakes'],1,True,[-0.022848020070997926],28613.322792615192,0.007714681515127664,[40],49,0.00114379347571616,617.004179937347,SNACKPACK_RASPBERRY + 0.023*OXYGEN_SHAKE_MORNING_BREATH
SNACKPACK_RASPBERRY,snackpacks,1,['UV_VISOR_RED'],['uv_visors'],1,True,[-0.03079731284210372],28508.18062006136,0.011360921238313448,[28],49,0.0011818517613848068,617.1718853650727,SNACKPACK_RASPBERRY + 0.031*UV_VISOR_RED
SNACKPACK_PISTACHIO,snackpacks,1,['ROBOT_IRONING'],['robots'],1,True,[0.1884910229966051],14032.477296207337,0.6008195347463329,[24],47,0.0011847442941987914,610.3842820147328,SNACKPACK_PISTACHIO − 0.188*ROBOT_IRONING
SNACKPACK_PISTACHIO,snackpacks,1,['OXYGEN_SHAKE_GARLIC'],['oxygen_shakes'],1,True,[-0.1487781007134712],15036.02089426047,0.5722718313068653,[44],47,0.0011857849085696731,649.834374699369,SNACKPACK_PISTACHIO + 0.149*OXYGEN_SHAKE_GARLIC
SNACKPACK_RASPBERRY,snackpacks,1,['SLEEP_POD_SUEDE'],['sleep_pods'],1,True,[0.016775910337676215],28607.857131475754,0.007904225922248265,[5],49,0.0012063900430395397,619.7111748761304,SNACKPACK_RASPBERRY − 0.017*SLEEP_POD_SUEDE
SNACKPACK_RASPBERRY,snackpacks,1,['GALAXY_SOUNDS_SOLAR_WINDS'],['galaxy_sounds'],1,True,[0.03092750286646693],28555.72393208601,0.009712160244837342,[3],49,0.0012157652648230786,619.4376433383155,SNACKPACK_RASPBERRY − 0.031*GALAXY_SOUNDS_SOLAR_WINDS
