a,b,pearson_level,pearson_ret,abs_level,abs_ret,joint_score,group_a,group_b,cross_group
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,-0.00806670534066956,5.640856674352514e-05,0.00806670534066956,5.640856674352514e-05,0.0006745600689408688,galaxy_sounds,galaxy_sounds,False
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,0.43421141924060136,0.006477868740506605,0.43421141924060136,0.006477868740506605,0.053035503009490725,galaxy_sounds,galaxy_sounds,False
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,-0.01568085677831927,-0.0011045967404855208,0.01568085677831927,0.0011045967404855208,0.004161853347410472,galaxy_sounds,galaxy_sounds,False
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,-0.022533526267204042,0.004291946194961757,0.022533526267204042,0.004291946194961757,0.009834260639295524,galaxy_sounds,galaxy_sounds,False
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_SUEDE,0.31802179198149166,0.010811407922643606,0.31802179198149166,0.010811407922643606,0.05863670626324449,galaxy_sounds,sleep_pods,True
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_LAMB_WOOL,-0.34567363671277407,-0.0012553037974094286,0.34567363671277407,0.0012553037974094286,0.020830876813755884,galaxy_sounds,sleep_pods,True
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_POLYESTER,0.32803110767985,0.002557290203656512,0.32803110767985,0.002557290203656512,0.02896326532289263,galaxy_sounds,sleep_pods,True
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_NYLON,-0.3361107270913995,0.0005184485897371412,0.3361107270913995,0.0005184485897371412,0.01320061106373721,galaxy_sounds,sleep_pods,True
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,0.2200100506003818,0.008404274879204188,0.2200100506003818,0.008404274879204188,0.04300029001568747,galaxy_sounds,sleep_pods,True
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_CIRCLE,-0.6154828143888691,0.003992306958947688,0.6154828143888691,0.003992306958947688,0.0495701152207395,galaxy_sounds,microchips,True
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_OVAL,0.04254428242206187,-0.003343172398542803,0.04254428242206187,0.003343172398542803,0.011926142323033337,galaxy_sounds,microchips,True
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_SQUARE,0.38733296154440927,0.0014301872962017405,0.38733296154440927,0.0014301872962017405,0.023536326837487014,galaxy_sounds,microchips,True
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_RECTANGLE,-0.44192551956497217,0.002938163765686621,0.44192551956497217,0.002938163765686621,0.03603400544927021,galaxy_sounds,microchips,True
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_TRIANGLE,0.2504965358480733,0.0005087081550012897,0.2504965358480733,0.0005087081550012897,0.011288473350523878,galaxy_sounds,microchips,True
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XS,-0.20410654062558048,0.0013638474518325222,0.20410654062558048,0.0013638474518325222,0.016684429427899206,galaxy_sounds,pebbles,True
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_S,0.07108701663484569,0.004572898130582475,0.07108701663484569,0.004572898130582475,0.018029799928955707,galaxy_sounds,pebbles,True
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_M,0.10676448420430856,0.0021974026046404065,0.10676448420430856,0.0021974026046404065,0.0153168063144259,galaxy_sounds,pebbles,True
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_L,0.24497769182426132,0.007046420954490342,0.24497769182426132,0.007046420954490342,0.04154775494600343,galaxy_sounds,pebbles,True
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XL,0.006044124061305277,-0.00827243678700634,0.006044124061305277,0.00827243678700634,0.007071041947971454,galaxy_sounds,pebbles,True
GALAXY_SOUNDS_DARK_MATTER,ROBOT_VACUUMING,-0.13738151093016213,0.008438670855864085,0.13738151093016213,0.008438670855864085,0.03404874964548526,galaxy_sounds,robots,True
GALAXY_SOUNDS_DARK_MATTER,ROBOT_MOPPING,0.32260958268637163,0.006794601419529433,0.32260958268637163,0.006794601419529433,0.046818837325104716,galaxy_sounds,robots,True
GALAXY_SOUNDS_DARK_MATTER,ROBOT_DISHES,-0.04554985214219984,0.0037967632508883603,0.04554985214219984,0.0037967632508883603,0.013150741602544808,galaxy_sounds,robots,True
GALAXY_SOUNDS_DARK_MATTER,ROBOT_LAUNDRY,0.07545310341954337,0.0059559614071425125,0.07545310341954337,0.0059559614071425125,0.0211989568615046,galaxy_sounds,robots,True
GALAXY_SOUNDS_DARK_MATTER,ROBOT_IRONING,-0.16481485024959702,-0.0028705017551563998,0.16481485024959702,0.0028705017551563998,0.021750892324622167,galaxy_sounds,robots,True
