t,GROUP_INDEX
2000000,0.18180105008367936
2000100,0.18369635555995334
2000200,0.18364659146980716
2000300,0.1892589303265836
2000400,0.1826734755785325
2000500,0.18357075614335655
2000600,0.18067419878999064
2000700,0.18681613894099475
2000800,0.18375447515059734
2000900,0.18502043402184762
2001000,0.19003136925452582
2001100,0.19736915465605573
2001200,0.1881186844699104
2001300,0.18971549469797705
2001400,0.2177295793873509
2001500,0.2173662226206723
2001600,0.20762978472041968
2001700,0.20439199822261916
2001800,0.20212742411853918
2001900,0.21241321967272758
2002000,0.20828807334219857
2002100,0.20506657640329432
2002200,0.21344351006902063
2002300,0.20784062225101757
2002400,0.21165316924186284
2002500,0.2128516511366511
2002600,0.21379565898138084
2002700,0.21323476141354708
2002800,0.20366091393412109
2002900,0.20388053410629725
2003000,0.16621102077970934
2003100,0.16698778506106002
2003200,0.16254491655497283
2003300,0.17211320835846253
2003400,0.1690214403351808
2003500,0.1726978470313612
2003600,0.17665266188755693
2003700,0.17454236525604766
2003800,0.17026535811721616
2003900,0.16942733808304408
2004000,0.17220347280589204
2004100,0.1639095918765964
2004200,0.1659358395853358
2004300,0.16324090713041847
2004400,0.15904828667291807
2004500,0.16294647479323326
2004600,0.16079000150044703
2004700,0.16824263258043803
2004800,0.17112048086114884
2004900,0.16915458922133747
2005000,0.1693867195857238
2005100,0.17014277957225019
2005200,0.15567240030829543
2005300,0.15820428310638918
2005400,0.15925532319923877
2005500,0.16959486140204083
2005600,0.17370694513931548
2005700,0.17286061500637812
2005800,0.17036161890617504
2005900,0.15955823612271436
2006000,0.16304598355993455
2006100,0.1510024405058367
2006200,0.14228103884416302
2006300,0.146255380953843
2006400,0.14034670067268246
2006500,0.14110280891043175
2006600,0.12988547378250112
2006700,0.1415407183390734
2006800,0.14312213081268155
2006900,0.1322386988511896
2007000,0.13094253924460908
2007100,0.13096047544831793
2007200,0.14468139144858477
2007300,0.15052150206449796
2007400,0.1675332453879715
2007500,0.1670983624919442
2007600,0.1565156305600861
2007700,0.16498988423401872
2007800,0.16940605517093968
2007900,0.1722349862155296
2008000,0.18220410002530646
2008100,0.1910007290173496
2008200,0.19558467458931164
2008300,0.18404027017763083
2008400,0.18123462261035356
2008500,0.19364805569473936
2008600,0.20039208620381793
2008700,0.20425240491213098
2008800,0.20401668818595056
2008900,0.18865229026722066
2009000,0.1925223906529417
2009100,0.19771039937762983
2009200,0.2022270114855525
2009300,0.20087064056371284
2009400,0.19164042340569987
2009500,0.18635616323597928
2009600,0.18966681189865317
2009700,0.18539368178587842
2009800,0.16269479941633955
2009900,0.1538842592478626
2010000,0.13971371714632025
2010100,0.13679816709164153
2010200,0.15122955257067838
2010300,0.16235096363193433
2010400,0.16624996072252768
2010500,0.16430090223016416
2010600,0.16350219906102562
2010700,0.169454743810946
2010800,0.17394502348142415
2010900,0.17249679011662397
2011000,0.1832735114322503
2011100,0.18239384440180545
2011200,0.22417992726066815
2011300,0.21095921092154546
2011400,0.200461015454652
2011500,0.1874104137498412
2011600,0.19088362870773024
2011700,0.18675957791547715
2011800,0.18870597563796682
2011900,0.19341061092026726
2012000,0.19496328520080786
2012100,0.19958139791667628
2012200,0.19783600494666284
2012300,0.18383401204720187
2012400,0.15283765649815742
2012500,0.15653462112724847
2012600,0.14993058248218433
2012700,0.1444817365796185
2012800,0.14704119428757556
2012900,0.13050688054029527
2013000,0.11466324152769439
2013100,0.12525284808100698
2013200,0.12590047652775588
2013300,0.13179527772739902
2013400,0.12353408942402692
2013500,0.11041603486836538
2013600,0.1068981917833213
2013700,0.10422431847732376
2013800,0.10420056406544295
2013900,0.11904112770755404
2014000,0.13429704298579265
2014100,0.11148609633572404
2014200,0.1072073863315521
2014300,0.1024497842089243
2014400,0.09622255769269605
2014500,0.10581041285100179
2014600,0.11101534961733935
2014700,0.10558046608177056
2014800,0.1136483878366823
2014900,0.11312462763499198
2015000,0.11813420897774467
2015100,0.12107226857371449
2015200,0.1234204644594838
2015300,0.12709342839061444
2015400,0.13351337074682484
2015500,0.13310369550454046
2015600,0.13665350944727547
2015700,0.15018294872985294
2015800,0.13423992546016833
2015900,0.12464644331616696
2016000,0.11837608731637816
2016100,0.11937512110522794
2016200,0.11223627098490549
2016300,0.1228767072521979
2016400,0.10715247968439394
2016500,0.11775183181378282
2016600,0.12010184322364532
2016700,0.1116981515876386
2016800,0.12631275498829062
2016900,0.11636384488834776
2017000,0.11486021301957035
2017100,0.09844437021010632
2017200,0.10337835748252351
2017300,0.098927633083703
2017400,0.09470095289338723
2017500,0.08044808089072202
2017600,0.08215369536153432
2017700,0.08649920775808342
2017800,0.09516449435168291
2017900,0.07868576112030538
2018000,0.0580862872579468
2018100,0.056309484416346936
2018200,0.06946267701971776
2018300,0.05517651922025877
2018400,0.053280599386843173
2018500,0.04680230949068971
2018600,0.03640567494853464
2018700,0.040508976044231294
2018800,0.04612118523657003
2018900,0.04650407335299791
2019000,0.044750877230269645
2019100,0.06090864136269447
2019200,0.05773357651010382
2019300,0.056139483272438985
2019400,0.06448571561784507
2019500,0.07040129357899642
