target,k,basket,ols_beta,resid_var,r_squared,adf_p,half_life,S_idx,target_idx,basket_str
OXYGEN_SHAKE_GARLIC,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.7195635539275698, -0.8413448173933397, 0.8758792436577858]",313167.23938500625,0.6554225070359175,0.008315348835428886,958.8027975666159,"[0, 1, 3]",4,OXYGEN_SHAKE_GARLIC + 0.720*OXYGEN_SHAKE_MORNING_BREATH + 0.841*OXYGEN_SHAKE_EVENING_BREATH − 0.876*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_GARLIC,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.5252928819648175, -0.21126659420112157, 0.8387986823807159]",404111.86957337474,0.5553562525630877,0.010309233863137516,1371.149173641336,"[0, 2, 3]",4,OXYGEN_SHAKE_GARLIC + 0.525*OXYGEN_SHAKE_MORNING_BREATH + 0.211*OXYGEN_SHAKE_MINT − 0.839*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_CHOCOLATE,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[0.15452647421681473, 0.38995561184384825, 0.46099380317643546]",164826.55315755523,0.4755150988011476,0.025475192897031096,1124.8813950538697,"[0, 1, 4]",3,OXYGEN_SHAKE_CHOCOLATE − 0.155*OXYGEN_SHAKE_MORNING_BREATH − 0.390*OXYGEN_SHAKE_EVENING_BREATH − 0.461*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_CHOCOLATE,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[0.020262189449457797, -0.05041938103507865, 0.3788685783290859]",182529.24417647292,0.4191844046736325,0.04433947892760999,1413.2872125598094,"[0, 2, 4]",3,OXYGEN_SHAKE_CHOCOLATE − 0.020*OXYGEN_SHAKE_MORNING_BREATH + 0.050*OXYGEN_SHAKE_MINT − 0.379*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_CHOCOLATE,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[0.308508038672666, 0.04579049797330777, 0.4051564707065658]",169779.77063346677,0.45975375617338177,0.046959699437601074,1289.8656456767671,"[1, 2, 4]",3,OXYGEN_SHAKE_CHOCOLATE − 0.309*OXYGEN_SHAKE_EVENING_BREATH − 0.046*OXYGEN_SHAKE_MINT − 0.405*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_GARLIC,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.6768974952107013, -0.48004616118308546, 1.045780728327113]",438231.708057476,0.5178142400962693,0.04981581446095094,1424.610562154222,"[1, 2, 3]",4,OXYGEN_SHAKE_GARLIC + 0.677*OXYGEN_SHAKE_EVENING_BREATH + 0.480*OXYGEN_SHAKE_MINT − 1.046*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_EVENING_BREATH,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.1694516581542646, -0.19627891063516806, -0.031195354137107882]",134251.79244035907,0.16014890627355072,0.06593244983495208,1265.2244039550465,"[0, 2, 3]",1,OXYGEN_SHAKE_EVENING_BREATH + 0.169*OXYGEN_SHAKE_MORNING_BREATH + 0.196*OXYGEN_SHAKE_MINT + 0.031*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_EVENING_BREATH,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.3576212475087718, 0.2561081444166042, -0.29082590726440716]",108251.86610385281,0.32279899960636416,0.07243284966770228,985.4521649957958,"[0, 3, 4]",1,OXYGEN_SHAKE_EVENING_BREATH + 0.358*OXYGEN_SHAKE_MORNING_BREATH − 0.256*OXYGEN_SHAKE_CHOCOLATE + 0.291*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_EVENING_BREATH,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[-0.3340301086154883, -0.27648888296007973, -0.231857855226477]",102667.99154667603,0.35773054926265324,0.07354054137074297,996.0226099015208,"[0, 2, 4]",1,OXYGEN_SHAKE_EVENING_BREATH + 0.334*OXYGEN_SHAKE_MORNING_BREATH + 0.276*OXYGEN_SHAKE_MINT + 0.232*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_EVENING_BREATH,3,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.2949384959794189, 0.22838559237272482, -0.19413653340480252]",125686.36349269042,0.2137324356936997,0.11851154659800428,1248.4872728580376,"[2, 3, 4]",1,OXYGEN_SHAKE_EVENING_BREATH + 0.295*OXYGEN_SHAKE_MINT − 0.228*OXYGEN_SHAKE_CHOCOLATE + 0.194*OXYGEN_SHAKE_GARLIC
